row,date,signal_id,ticker,politician,sig_action,trade_price,current_price,price_change_pct,days_since_trade,decision,reason,score,time_decay,price_move,pos_size,pol_skill,src_qual,position_size_usd,cash_before,cash_after,open_positions
1,2025-12-24,"ct_20003794278",CMG,"Nicole Malliotakis",SELL,37.64,37.90,0.69,5,SKIP,"No position to sell",,,,,,,,1000.00,1000.00,0
2,2025-12-24,"ct_20003794280",IEP,"Nicole Malliotakis",BUY,7.68,7.37,-4.04,5,SKIP,"Not in whitelist",,,,,,,,1000.00,1000.00,0
3,2025-12-31,"ct_20003794296",PUK,"Jefferson Shreve",BUY,31.29,31.12,-0.54,2,SKIP,"Not in whitelist",,,,,,,,1000.00,1000.00,0
4,2026-01-02,"ct_20003794298",PRU,"Jefferson Shreve",BUY,113.33,113.87,0.48,4,SKIP,"Not in whitelist",,,,,,,,1000.00,1000.00,0
5,2026-01-02,"ct_20003794297",JPM,"Jefferson Shreve",BUY,321.97,324.02,0.64,3,SKIP,"Not in whitelist",,,,,,,,1000.00,1000.00,0
6,2026-01-05,"ct_20003794303",HD,"Lloyd Doggett",BUY,354.99,344.09,-3.07,18,SKIP,"Not in whitelist",,,,,,,,1000.00,1000.00,0
7,2026-01-06,"ct_10000064374",STLD,"John Fetterman",SELL,175.25,172.74,-1.43,15,SKIP,"No position to sell",,,,,,,,1000.00,1000.00,0
8,2026-01-06,"ct_20003794329",EFC,"Virginia Foxx",BUY,13.62,13.53,-0.66,7,SKIP,"Not in whitelist",,,,,,,,1000.00,1000.00,0
9,2026-01-08,"ct_20003794340",GNPX,"Tim Moore",BUY,2.17,2.00,-7.83,21,SKIP,"Score 0.476 < 0.55",0.4760,0.2333,0.8240,0.2000,0.4000,0.9000,,1000.00,1000.00,0
10,2026-01-08,"ct_20003794341",HOG,"Tim Moore",BUY,21.24,21.15,-0.42,21,BUY,"5.626 shares @ $21.15",0.5949,0.2333,1.1797,0.4000,0.4000,0.9000,118.98,1000.00,881.02,1
11,2026-01-08,"ct_20003794339",CBRL,"Tim Moore",BUY,25.23,29.94,18.70,8,SKIP,"Score 0.465 < 0.55",0.4653,0.5743,0.2520,0.4000,0.4000,0.9000,,881.02,881.02,1
12,2026-01-09,"ct_10000064380",CM,"Bernie Moreno",BUY,91.59,90.75,-0.92,23,SKIP,"Not in whitelist",,,,,,,,881.02,881.02,1
13,2026-01-09,"ct_20003794346",PLTR,"Jonathan Jackson",BUY,193.98,177.49,-8.50,18,SKIP,"Not in whitelist",,,,,,,,881.02,881.02,1
14,2026-01-09,"ct_20003794347",HOOD,"Jonathan Jackson",SELL,122.37,115.27,-5.80,18,SKIP,"No position to sell",,,,,,,,881.02,881.02,1
15,2026-01-13,"ct_10000064381",WFC,"John Boozman",BUY,92.59,93.56,1.05,27,SKIP,"Not in whitelist",,,,,,,,881.02,881.02,1
16,2026-01-13,"ct_10000064384",MSFT,"John Boozman",BUY,476.12,470.67,-1.14,27,SKIP,"Not in whitelist",,,,,,,,881.02,881.02,1
17,2026-01-13,"ct_10000064388",AAPL,"John Boozman",BUY,271.84,261.05,-3.97,27,SKIP,"Not in whitelist",,,,,,,,881.02,881.02,1
18,2026-01-13,"ct_10000064391",MSI,"John Boozman",SELL,374.49,391.00,4.41,27,SKIP,"No position to sell",,,,,,,,881.02,881.02,1
19,2026-01-13,"ct_10000064394",BSX,"John Boozman",SELL,94.48,94.14,-0.36,27,SKIP,"No position to sell",,,,,,,,881.02,881.02,1
20,2026-01-13,"ct_20003794382",AVGO,"Gil Cisneros",BUY,325.40,354.61,8.98,27,SKIP,"Not in whitelist",,,,,,,,881.02,881.02,1
21,2026-01-13,"ct_20003794372",AZN,"Gil Cisneros",BUY,90.61,94.51,4.30,26,SKIP,"Not in whitelist",,,,,,,,881.02,881.02,1
22,2026-01-13,"ct_20003794406",RACE,"Gil Cisneros",SELL,372.65,360.09,-3.37,26,SKIP,"No position to sell",,,,,,,,881.02,881.02,1
23,2026-01-13,"ct_20003794356",ABT,"Gil Cisneros",SELL,124.82,123.67,-0.92,25,SKIP,"No position to sell",,,,,,,,881.02,881.02,1
24,2026-01-13,"ct_20003794357",ACN,"Gil Cisneros",BUY,272.25,276.80,1.67,25,SKIP,"Not in whitelist",,,,,,,,881.02,881.02,1
25,2026-01-13,"ct_20003794358",AMD,"Gil Cisneros",SELL,213.43,220.97,3.53,25,SKIP,"No position to sell",,,,,,,,881.02,881.02,1
26,2026-01-13,"ct_20003794362",ARE,"Gil Cisneros",SELL,47.24,54.64,15.66,25,SKIP,"No position to sell",,,,,,,,881.02,881.02,1
27,2026-01-13,"ct_20003794364",AMZN,"Gil Cisneros",SELL,227.35,242.60,6.71,25,SKIP,"No position to sell",,,,,,,,881.02,881.02,1
28,2026-01-13,"ct_20003794366",AMCR,"Gil Cisneros",SELL,41.45,43.75,5.55,25,SKIP,"No position to sell",,,,,,,,881.02,881.02,1
29,2026-01-13,"ct_20003794367",APP,"Gil Cisneros",BUY,721.37,668.63,-7.31,25,SKIP,"Not in whitelist",,,,,,,,881.02,881.02,1
30,2026-01-13,"ct_20003794371",AJG,"Gil Cisneros",BUY,253.39,257.00,1.42,25,SKIP,"Not in whitelist",,,,,,,,881.02,881.02,1
31,2026-01-13,"ct_20003794374",BKR,"Gil Cisneros",BUY,44.71,48.97,9.53,25,SKIP,"Not in whitelist",,,,,,,,881.02,881.02,1
32,2026-01-13,"ct_20003794378",BA,"Gil Cisneros",BUY,214.08,244.55,14.23,25,SKIP,"Not in whitelist",,,,,,,,881.02,881.02,1
33,2026-01-13,"ct_20003794379",BKNG,"Gil Cisneros",BUY,5393.74,5314.71,-1.47,25,SKIP,"Not in whitelist",,,,,,,,881.02,881.02,1
34,2026-01-13,"ct_20003794381",BMY,"Gil Cisneros",BUY,53.56,55.92,4.41,25,SKIP,"Not in whitelist",,,,,,,,881.02,881.02,1
35,2026-01-13,"ct_20003794383",BXP,"Gil Cisneros",SELL,68.02,66.32,-2.49,25,SKIP,"No position to sell",,,,,,,,881.02,881.02,1
36,2026-01-13,"ct_20003794387",CBOE,"Gil Cisneros",SELL,247.27,266.77,7.89,25,SKIP,"No position to sell",,,,,,,,881.02,881.02,1
37,2026-01-13,"ct_20003794390",CLX,"Gil Cisneros",BUY,98.31,108.86,10.73,25,SKIP,"Not in whitelist",,,,,,,,881.02,881.02,1
38,2026-01-13,"ct_20003794393",COIN,"Gil Cisneros",SELL,245.12,252.69,3.09,25,SKIP,"No position to sell",,,,,,,,881.02,881.02,1
39,2026-01-13,"ct_20003794394",CAG,"Gil Cisneros",SELL,17.35,16.57,-4.50,25,SKIP,"No position to sell",,,,,,,,881.02,881.02,1
40,2026-01-13,"ct_20003794395",STZ,"Gil Cisneros",BUY,135.01,153.16,13.44,25,SKIP,"Not in whitelist",,,,,,,,881.02,881.02,1
41,2026-01-13,"ct_20003794398",CTRA,"Gil Cisneros",SELL,25.38,25.20,-0.71,25,SKIP,"No position to sell",,,,,,,,881.02,881.02,1
42,2026-01-13,"ct_20003794399",CCI,"Gil Cisneros",SELL,86.10,86.81,0.82,25,SKIP,"No position to sell",,,,,,,,881.02,881.02,1
43,2026-01-13,"ct_20003794401",DASH,"Gil Cisneros",BUY,234.25,217.40,-7.19,25,SKIP,"Not in whitelist",,,,,,,,881.02,881.02,1
44,2026-01-13,"ct_20003794403",ERIE,"Gil Cisneros",BUY,282.35,281.41,-0.33,25,SKIP,"Not in whitelist",,,,,,,,881.02,881.02,1
45,2026-01-13,"ct_20003794404",EXE,"Gil Cisneros",SELL,108.74,102.98,-5.30,25,SKIP,"No position to sell",,,,,,,,881.02,881.02,1
46,2026-01-13,"ct_20003794405",FICO,"Gil Cisneros",BUY,1748.43,1623.18,-7.16,25,SKIP,"Not in whitelist",,,,,,,,881.02,881.02,1
47,2026-01-13,"ct_20003794407",FIS,"Gil Cisneros",BUY,66.05,64.23,-2.76,25,SKIP,"Not in whitelist",,,,,,,,881.02,881.02,1
48,2026-01-13,"ct_20003794408",FISV,"Gil Cisneros",BUY,67.94,66.75,-1.75,25,SKIP,"Not in whitelist",,,,,,,,881.02,881.02,1
49,2026-01-13,"ct_20003794410",GEV,"Gil Cisneros",BUY,657.80,652.09,-0.87,25,SKIP,"Not in whitelist",,,,,,,,881.02,881.02,1
50,2026-01-13,"ct_20003794411",GIS,"Gil Cisneros",BUY,47.20,44.27,-6.20,25,SKIP,"Not in whitelist",,,,,,,,881.02,881.02,1
51,2026-01-13,"ct_20003794413",GPN,"Gil Cisneros",SELL,80.85,77.47,-4.18,25,SKIP,"No position to sell",,,,,,,,881.02,881.02,1
52,2026-01-13,"ct_20003794414",HAL,"Gil Cisneros",SELL,27.72,32.61,17.64,25,SKIP,"No position to sell",,,,,,,,881.02,881.02,1
53,2026-01-13,"ct_20003794417",IBM,"Gil Cisneros",BUY,300.98,303.16,0.72,25,SKIP,"Not in whitelist",,,,,,,,881.02,881.02,1
54,2026-01-13,"ct_20003794419",INVH,"Gil Cisneros",BUY,26.75,26.23,-1.96,25,SKIP,"Not in whitelist",,,,,,,,881.02,881.02,1
55,2026-01-13,"ct_20003794422",LEN,"Gil Cisneros",SELL,107.99,123.32,14.20,25,SKIP,"No position to sell",,,,,,,,881.02,881.02,1
56,2026-01-13,"ct_20003794423",LIN,"Gil Cisneros",BUY,421.43,442.90,5.09,25,SKIP,"Not in whitelist",,,,,,,,881.02,881.02,1
57,2026-01-13,"ct_20003794424",LMT,"Gil Cisneros",SELL,474.13,558.30,17.75,25,SKIP,"No position to sell",,,,,,,,881.02,881.02,1
58,2026-01-13,"ct_20003794427",MCK,"Gil Cisneros",SELL,820.25,823.98,0.45,25,SKIP,"No position to sell",,,,,,,,881.02,881.02,1
59,2026-01-13,"ct_20003794429",MRK,"Gil Cisneros",BUY,101.09,108.26,7.09,25,SKIP,"Not in whitelist",,,,,,,,881.02,881.02,1
60,2026-01-13,"ct_20003794431",MSFT,"Gil Cisneros",SELL,485.92,470.67,-3.14,25,SKIP,"No position to sell",,,,,,,,881.02,881.02,1
61,2026-01-13,"ct_20003794433",MUFG,"Gil Cisneros",BUY,15.74,17.49,11.12,25,SKIP,"Not in whitelist",,,,,,,,881.02,881.02,1
62,2026-01-13,"ct_20003794437",NVDA,"Gil Cisneros",SELL,180.99,185.81,2.66,25,SKIP,"No position to sell",,,,,,,,881.02,881.02,1
63,2026-01-13,"ct_20003794438",ORCL,"Gil Cisneros",SELL,191.46,202.29,5.65,25,SKIP,"No position to sell",,,,,,,,881.02,881.02,1
64,2026-01-13,"ct_20003794440",PFE,"Gil Cisneros",SELL,25.19,25.15,-0.16,25,SKIP,"No position to sell",,,,,,,,881.02,881.02,1
65,2026-01-13,"ct_20003794443",PSA,"Gil Cisneros",SELL,259.15,279.83,7.98,25,SKIP,"No position to sell",,,,,,,,881.02,881.02,1
66,2026-01-13,"ct_20003794444",PWR,"Gil Cisneros",SELL,426.55,444.20,4.14,25,SKIP,"No position to sell",,,,,,,,881.02,881.02,1
67,2026-01-13,"ct_20003794451",SBAC,"Gil Cisneros",SELL,190.01,188.04,-1.04,25,SKIP,"No position to sell",,,,,,,,881.02,881.02,1
68,2026-01-13,"ct_20003794458",TRGP,"Gil Cisneros",BUY,178.93,180.28,0.75,25,SKIP,"Not in whitelist",,,,,,,,881.02,881.02,1
69,2026-01-13,"ct_20003794460",CPB,"Gil Cisneros",SELL,28.16,26.11,-7.27,25,SKIP,"No position to sell",,,,,,,,881.02,881.02,1
70,2026-01-13,"ct_20003794462",CI,"Gil Cisneros",BUY,271.89,271.81,-0.03,25,SKIP,"Not in whitelist",,,,,,,,881.02,881.02,1
71,2026-01-13,"ct_20003794466",UBER,"Gil Cisneros",BUY,79.31,85.41,7.69,25,SKIP,"Not in whitelist",,,,,,,,881.02,881.02,1
72,2026-01-13,"ct_20003794467",UAL,"Gil Cisneros",BUY,113.99,114.41,0.37,25,SKIP,"Not in whitelist",,,,,,,,881.02,881.02,1
73,2026-01-13,"ct_20003794468",UNH,"Gil Cisneros",BUY,327.42,333.93,1.99,25,SKIP,"Not in whitelist",,,,,,,,881.02,881.02,1
74,2026-01-13,"ct_20003794469",VRSN,"Gil Cisneros",BUY,244.03,246.34,0.95,25,SKIP,"Not in whitelist",,,,,,,,881.02,881.02,1
75,2026-01-13,"ct_20003794470",VRSK,"Gil Cisneros",SELL,218.03,222.09,1.86,25,SKIP,"No position to sell",,,,,,,,881.02,881.02,1
76,2026-01-13,"ct_20003794472",VICI,"Gil Cisneros",BUY,27.70,27.81,0.40,25,SKIP,"Not in whitelist",,,,,,,,881.02,881.02,1
77,2026-01-13,"ct_20003794476",ZTS,"Gil Cisneros",BUY,122.24,124.62,1.95,25,SKIP,"Not in whitelist",,,,,,,,881.02,881.02,1
78,2026-01-13,"ct_10000064397",LAZR,"Mitch McConnell",SELL,0.15,0.08,-50.85,20,SKIP,"No position to sell",,,,,,,,881.02,881.02,1
79,2026-01-13,"ct_10000064392",SLV,"John Boozman",SELL,65.22,78.60,20.52,20,SKIP,"No position to sell",,,,,,,,881.02,881.02,1
80,2026-01-13,"ct_10000064395",PPLT,"John Boozman",SELL,204.52,211.65,3.49,20,SKIP,"No position to sell",,,,,,,,881.02,881.02,1
81,2026-01-13,"ct_10000064396",PALL,"John Boozman",SELL,156.50,166.35,6.29,20,SKIP,"No position to sell",,,,,,,,881.02,881.02,1
82,2026-01-13,"ct_20003794365",AMZN,"Gil Cisneros",SELL,232.38,242.60,4.40,20,SKIP,"No position to sell",,,,,,,,881.02,881.02,1
83,2026-01-13,"ct_20003794370",ANET,"Gil Cisneros",SELL,130.77,129.93,-0.64,20,SKIP,"No position to sell",,,,,,,,881.02,881.02,1
84,2026-01-13,"ct_20003794373",AZO,"Gil Cisneros",SELL,3456.02,3505.75,1.44,20,SKIP,"No position to sell",,,,,,,,881.02,881.02,1
85,2026-01-13,"ct_20003794375",BRK/B,"Gil Cisneros",SELL,501.34,495.24,-1.22,20,SKIP,"No position to sell",,,,,,,,881.02,881.02,1
86,2026-01-13,"ct_20003794377",BE,"Gil Cisneros",SELL,91.88,139.77,52.12,20,SKIP,"No position to sell",,,,,,,,881.02,881.02,1
87,2026-01-13,"ct_20003794380",BSX,"Gil Cisneros",SELL,96.13,94.14,-2.07,20,SKIP,"No position to sell",,,,,,,,881.02,881.02,1
88,2026-01-13,"ct_20003794385",CCJ,"Gil Cisneros",SELL,93.34,108.92,16.69,20,SKIP,"No position to sell",,,,,,,,881.02,881.02,1
89,2026-01-13,"ct_20003794389",CVX,"Gil Cisneros",SELL,150.50,163.87,8.88,20,SKIP,"No position to sell",,,,,,,,881.02,881.02,1
90,2026-01-13,"ct_20003794391",NET,"Gil Cisneros",SELL,202.66,188.71,-6.88,20,SKIP,"No position to sell",,,,,,,,881.02,881.02,1
91,2026-01-13,"ct_20003794392",COIN,"Gil Cisneros",SELL,239.73,252.69,5.41,20,SKIP,"No position to sell",,,,,,,,881.02,881.02,1
92,2026-01-13,"ct_20003794397",COST,"Gil Cisneros",SELL,871.86,941.93,8.04,20,SKIP,"No position to sell",,,,,,,,881.02,881.02,1
93,2026-01-13,"ct_20003794402",ETN,"Gil Cisneros",SELL,323.67,332.38,2.69,20,SKIP,"No position to sell",,,,,,,,881.02,881.02,1
94,2026-01-13,"ct_20003794416",HD,"Gil Cisneros",SELL,347.34,379.74,9.33,20,SKIP,"No position to sell",,,,,,,,881.02,881.02,1
95,2026-01-13,"ct_20003794428",MELI,"Gil Cisneros",SELL,1998.21,2073.57,3.77,20,SKIP,"No position to sell",,,,,,,,881.02,881.02,1
96,2026-01-13,"ct_20003794430",META,"Gil Cisneros",SELL,667.55,631.09,-5.46,20,SKIP,"No position to sell",,,,,,,,881.02,881.02,1
97,2026-01-13,"ct_20003794436",NVDA,"Gil Cisneros",SELL,188.61,185.81,-1.48,20,SKIP,"No position to sell",,,,,,,,881.02,881.02,1
98,2026-01-13,"ct_20003794439",ORCL,"Gil Cisneros",SELL,196.97,202.29,2.70,20,SKIP,"No position to sell",,,,,,,,881.02,881.02,1
99,2026-01-13,"ct_20003794442",PG,"Gil Cisneros",SELL,144.49,144.24,-0.17,20,SKIP,"No position to sell",,,,,,,,881.02,881.02,1
100,2026-01-13,"ct_20003794445",PWR,"Gil Cisneros",SELL,433.47,444.20,2.48,20,SKIP,"No position to sell",,,,,,,,881.02,881.02,1
